코드,평수,전용면적(㎡),층,건축년도,predicted
1153010600,18,60.21,4,1995,"   deposit  pricemon          building          road           dong
0   8500.0        25       궁전빌라(351-3)  개봉로11길 27-10  서울특별시 구로구 개봉동
1   2000.0        50  창동타운 103동(60-98)    고척로21가길 43  서울특별시 구로구 개봉동
2   3000.0        45    대림그린빌라(338-11)     개봉로15길 72  서울특별시 구로구 개봉동
3   1000.0        20             삼익 다동      경서로 75-5  서울특별시 구로구 고척동
4   2500.0        25              금성빌라    고척로27다길 42  서울특별시 구로구 고척동"
1153010900,13,44.15,4,2011,"   deposit  pricemon building           road           dong
0   4000.0        50     로제트힐   부일로19길 50-10   서울특별시 구로구 궁동
1   8000.0        30     로제트힐   부일로19길 50-10   서울특별시 구로구 궁동
2    500.0        40    테라하우스     고척로16가길 29  서울특별시 구로구 오류동
3   3000.0        55    라이프타운  오리로22나길 16-47   서울특별시 구로구 궁동
4   3000.0        60   대덕크라운빌  오리로22나길 16-35   서울특별시 구로구 궁동"
1153010200,7,23.59,1,1997,"   deposit  pricemon      building           road           dong
0   1000.0        35      (806-12)       도림로3길 11  서울특별시 구로구 구로동
1    500.0        35  이강빌라(745-52)   구로동로12길 16-8  서울특별시 구로구 구로동
2   4000.0        35      (781-19)  디지털로27라길 54-3  서울특별시 구로구 구로동
3    500.0        35      (781-11)  디지털로27라길 54-6  서울특별시 구로구 구로동
4   1000.0        45      (252-30)   디지털로27나길 7-6  서울특별시 구로구 구로동"
1153010700,19,61.37,4,1998,"   deposit  pricemon          building          road           dong
0   8500.0        25       궁전빌라(351-3)  개봉로11길 27-10  서울특별시 구로구 개봉동
1   2000.0        70   시몬아트빌라2차(345-2)  개봉로11길 18-37  서울특별시 구로구 개봉동
2   3000.0        45    대림그린빌라(338-11)     개봉로15길 72  서울특별시 구로구 개봉동
3   6700.0        40     삼성빌라트(331-18)  개봉로15길 36-18  서울특별시 구로구 개봉동
4   2000.0        50  창동타운 103동(60-98)    고척로21가길 43  서울특별시 구로구 개봉동"
1153010900,17,57.19,1,1988,"   deposit  pricemon        building       road           dong
0   2000.0        45            우신빌라   오리로 1265   서울특별시 구로구 궁동
1   1000.0        60            동진빌라   경인로 31-9  서울특별시 구로구 온수동
2  10000.0        30  윤성주택2동(178-28)  오리로20길 21   서울특별시 구로구 궁동
3   9000.0        15            우신빌라   오리로 1265   서울특별시 구로구 궁동
4   2000.0        60            우신빌라   오리로 1265   서울특별시 구로구 궁동"
1153010700,9,29.91,6,2016,"   deposit  pricemon       building         road           dong
0   2000.0        60          동부에이스  개봉로17나길 111  서울특별시 구로구 개봉동
1   2000.0        50          하은빌리지    경인로42길 26  서울특별시 구로구 개봉동
2   3000.0        47         디자인하우스   개봉로12길 5-9  서울특별시 구로구 개봉동
3   3000.0        50          하은빌리지    경인로42길 26  서울특별시 구로구 개봉동
4   1999.0        26  개봉파크빌2(131-5)  경인로33마길 4-7  서울특별시 구로구 개봉동"
1153010200,4,13.72,4,2012,"   deposit  pricemon  building           road           dong
0   1000.0        45     신영우리힐     구로동로 214-2  서울특별시 구로구 구로동
1    500.0        45       리츠빌  남부순환로 1082-72  서울특별시 구로구 구로동
2   1000.0        50  (476-75)     구로동로47길 13  서울특별시 구로구 구로동
3   1000.0        50    317-64     가마산로22길 32  서울특별시 구로구 구로동
4   2000.0        20    국제오피스텔    구로중앙로18길 57  서울특별시 구로구 구로동"
1153010700,21,67.8,3,2009,"   deposit  pricemon        building           road           dong
0   2252.0        19      이지빌(366-3)      개봉로1가길 11  서울특별시 구로구 개봉동
1   3000.0        60  부원하이츠빌라(319-5)  개봉로17나길 61-12  서울특별시 구로구 개봉동
2    100.0        26          힐스바로크빌      개봉로17길 64  서울특별시 구로구 개봉동
3  16300.0        12             골든뷰      고척로22길 12  서울특별시 구로구 개봉동
4   7000.0        35    멤버스빌(318-14)     개봉로17아길 44  서울특별시 구로구 개봉동"
1153010900,15,50.37,3,1991,"   deposit  pricemon             building        road           dong
0   3000.0        45                 궁동빌라   부일로19길 34   서울특별시 구로구 궁동
1   8000.0        10                 우신빌라    오리로 1265   서울특별시 구로구 궁동
2   5300.0        20                 우신빌라    오리로 1265   서울특별시 구로구 궁동
3   1000.0        50  동오그린빌라트118동(280-11)  부일로11길 116   서울특별시 구로구 궁동
4   1000.0        50              현진빌라(나)   오류로 66-18  서울특별시 구로구 오류동"
1153010300,17,57.69,4,2001,"   deposit  pricemon        building          road           dong
0  10000.0        20        (717-34)    구로동로15길 17  서울특별시 구로구 구로동
1   3500.0        60            세명빌라  구로동로15길 13-7  서울특별시 구로구 구로동
2   8000.0        30      대동(798-30)   디지털로27길 116  서울특별시 구로구 구로동
3    500.0        40         (781-5)   디지털로27다길 53  서울특별시 구로구 구로동
4   3000.0        60  애경그린빌(532-112)  구로중앙로26가길 12  서울특별시 구로구 구로동"
1153010700,11,37.88,1,1991,"   deposit  pricemon            building          road           dong
0   3000.0        35  별장빌라 가동, 나동(50-43)    고척로21나길 77  서울특별시 구로구 개봉동
1   3000.0        45         파크빌라(342-1)     개봉로15길 49  서울특별시 구로구 개봉동
2   1000.0        40      성호하이츠빌라(461-2)     고척로52마길 5  서울특별시 구로구 개봉동
3   1000.0        40                미래빌라  서해안로 2313-10  서울특별시 구로구 오류동
4    300.0        45            (142-18)   오류로8길 105-4  서울특별시 구로구 오류동"
1153010700,19,62.19,2,2015,"   deposit  pricemon       building          road           dong
0   2252.0        19     이지빌(366-3)     개봉로1가길 11  서울특별시 구로구 개봉동
1    592.0        35  오성드림빌(155-33)   경인로35길 16-8  서울특별시 구로구 개봉동
2    588.0        32          오성드림빌    고척로27다길 11  서울특별시 구로구 개봉동
3    574.0        33        오성드림빌비동   경인로35길 16-6  서울특별시 구로구 개봉동
4    578.0        40  엘림하우스(109-14)  고척로27길 81-14  서울특별시 구로구 개봉동"
1153010700,9,28.37,4,2018,"   deposit  pricemon      building          road           dong
0  11000.0        20  리안하우스(326-6)  개봉로17길 18-11  서울특별시 구로구 개봉동
1   4000.0        45         하은빌리지     경인로42길 26  서울특별시 구로구 개봉동
2   3000.0        50         하은빌리지     경인로42길 26  서울특별시 구로구 개봉동
3   1000.0        50       큐브하우스2차    개봉로17다길 86  서울특별시 구로구 개봉동
4   1663.0        22        비젼파크타운     경서로5길 7-6  서울특별시 구로구 고척동"
1153010900,17,57.19,2,1988,"   deposit  pricemon building       road           dong
0   9000.0        15     우신빌라   오리로 1265   서울특별시 구로구 궁동
1   2000.0        60     우신빌라   오리로 1265   서울특별시 구로구 궁동
2   4000.0        60     우신빌라   오리로 1265   서울특별시 구로구 궁동
3   2000.0        45     우신빌라   오리로 1265   서울특별시 구로구 궁동
4   3000.0        60   인창주택A동  오류로 54-32  서울특별시 구로구 오류동"
1153010900,15,50.37,3,1991,"   deposit  pricemon             building        road           dong
0   3000.0        45                 궁동빌라   부일로19길 34   서울특별시 구로구 궁동
1   8000.0        10                 우신빌라    오리로 1265   서울특별시 구로구 궁동
2   5300.0        20                 우신빌라    오리로 1265   서울특별시 구로구 궁동
3   1000.0        50  동오그린빌라트118동(280-11)  부일로11길 116   서울특별시 구로구 궁동
4   1000.0        50              현진빌라(나)   오류로 66-18  서울특별시 구로구 오류동"
