코드,평수,전용면적(㎡),층,건축년도,predicted
1138010400,18,59.86,1,1997,"   deposit  pricemon      building         road           dong
0    500.0        20  수정빌라(422-17)    갈현로 307-5  서울특별시 은평구 갈현동
1   1000.0        60          청구빌라     연서로19길 7  서울특별시 은평구 갈현동
2  12000.0        30     미성하이빌(나동)   연서로25길 3-1  서울특별시 은평구 갈현동
3   2000.0        45      (479-46)  통일로94길 17-3  서울특별시 은평구 불광동
4    771.0        19      (523-48)  갈현로27길 33-8  서울특별시 은평구 갈현동"
1138010200,17,55.26,1,1995,"   deposit  pricemon     building           road           dong
0   2000.0        50      (83-41)       녹번로 6-10  서울특별시 은평구 녹번동
1   5000.0        50  그린힐(86-118)  은평로21가길 15-14  서울특별시 은평구 녹번동
2   1000.0        50  황금빌라(98-21)        녹번로3길 8  서울특별시 은평구 녹번동
3   1000.0        40     (117-57)     통일로 689-15  서울특별시 은평구 녹번동
4   2000.0        45     (479-46)    통일로94길 17-3  서울특별시 은평구 불광동"
1138010400,6,19.11,4,2002,"   deposit  pricemon       building           road           dong
0   2000.0        30        행운리쉬파크B    연서로11길 6-14  서울특별시 은평구 구산동
1   2000.0        30        행운리쉬파크B    연서로11길 6-14  서울특별시 은평구 구산동
2   7000.0         5  이수레미안(522-73)  서오릉로18길 33-17  서울특별시 은평구 갈현동
3   1000.0        40        (452-9)    연서로27길 20-7  서울특별시 은평구 갈현동
4   1000.0        37          넥서스타워      통일로82길 15  서울특별시 은평구 불광동"
1138010800,18,60.1,4,2008,"   deposit  pricemon      building         road           dong
0   2000.0        90         우민렉스빌     연서로 67-1  서울특별시 은평구 역촌동
1   3000.0        75          천지인빌     갈현로4길 25  서울특별시 은평구 역촌동
2   9000.0        35  임창에버빌(78-38)    갈현로7길 1-1  서울특별시 은평구 역촌동
3   5000.0        80        두성하이트빌  연서로2길 10-13  서울특별시 은평구 역촌동
4   3000.0        80          동부캐슬  갈현로4길 25-14  서울특별시 은평구 역촌동"
1138010700,8,26.73,5,2012,"   deposit  pricemon     building          road           dong
0   3000.0        30        위산렉스빌  응암로21가길 10-1  서울특별시 은평구 응암동
1   3000.0        60       J-vill      진흥로 50-5  서울특별시 은평구 응암동
2   4000.0        45        동녁하우스   응암로29길 18-9  서울특별시 은평구 응암동
3   3000.0        40  유니캐슬(10-28)    연서로8길 12-3  서울특별시 은평구 역촌동
4   3000.0       300     파인빌라트208    응암로 214-13  서울특별시 은평구 응암동"
1138010700,10,33.79,7,2012,"   deposit  pricemon building         road           dong
0   1000.0        55     참사랑채    진흥로1길 6-4  서울특별시 은평구 역촌동
1   4000.0        60   위산원더시티  응암로12길 1-15  서울특별시 은평구 응암동
2   2000.0        70    도시의 빛     진흥로 15-1  서울특별시 은평구 역촌동
3   2000.0        60   유니캐슬4차  응암로29길 15-6  서울특별시 은평구 응암동
4   3000.0        50   만민베스트빌     은평로8길 14  서울특별시 은평구 응암동"
1138010600,9,30.09,2,1993,"   deposit  pricemon        building          road           dong
0   1000.0        40     거성빌라(35-13)   진흥로13길 3-10  서울특별시 은평구 대조동
1   2000.0        30         (19-51)   연서로13길 13-8  서울특별시 은평구 구산동
2   1000.0        50    귀빈빌라(113-13)    은평로4길 20-1  서울특별시 은평구 응암동
3    500.0        40          (10-6)  서오릉로13길 20-9  서울특별시 은평구 구산동
4   1000.0        40  방배8차빌라(204-23)  연서로26길 26-17  서울특별시 은평구 대조동"
1138010900,15,49.41,3,2016,"   deposit  pricemon building         road           dong
0    595.0        34     청안파인   은평터널로5길 11  서울특별시 은평구 신사동
1    612.0        45     청안파인   은평터널로5길 11  서울특별시 은평구 신사동
2   7000.0        50    서원하우스   은평터널로7길 11  서울특별시 은평구 신사동
3    500.0        41  나린하우징2차  연서로16길 35-1  서울특별시 은평구 역촌동
4   3000.0        70    신성디오빌       갈현로 32  서울특별시 은평구 신사동"
1138010800,7,24.26,5,2016,"   deposit  pricemon     building          road           dong
0  16000.0        20     제니스빌(A동)   진흥로1길 32-15  서울특별시 은평구 역촌동
1  12000.0        10        꿈에그린빌   연서로16길 22-4  서울특별시 은평구 역촌동
2  12000.0        10        무악팰리스  연서로10길 27-15  서울특별시 은평구 역촌동
3   3000.0        45        경성하이빌      연서로16길 9  서울특별시 은평구 역촌동
4   3000.0        40  유니캐슬(10-28)    연서로8길 12-3  서울특별시 은평구 역촌동"
1138010800,9,29.82,4,2012,"   deposit  pricemon      building         road           dong
0   3000.0        55      청송평화하이맨션  연서로3나길 12-2  서울특별시 은평구 역촌동
1   1000.0        48         디엠하우스     진흥로 21-6  서울특별시 은평구 역촌동
2   2000.0        65      청송평화하이맨션  연서로3나길 12-2  서울특별시 은평구 역촌동
3   7000.0        20  에덴하우스(43-15)     진흥로 17-9  서울특별시 은평구 역촌동
4   3000.0        35         BN닛시빌  갈현로15길 7-39  서울특별시 은평구 역촌동"
1138010700,4,14.07,4,2013,"   deposit  pricemon      building         road           dong
0   1000.0        50    리모스튜디오(새절)     가좌로9길 26  서울특별시 은평구 응암동
1   1000.0        55    리모스튜디오(새절)     가좌로9길 26  서울특별시 은평구 응암동
2    500.0        35      (733-46)  가좌로7나길 27-5  서울특별시 은평구 응암동
3   1000.0        40      (195-11)    연서로28길 28  서울특별시 은평구 대조동
4    500.0        30  노블하우스(753-5)     가좌로7길 28  서울특별시 은평구 응암동"
1138010200,21,69.3,2,1998,"   deposit  pricemon      building        road           dong
0  13000.0        20   우진빌라(102-1)     녹번로3길 9  서울특별시 은평구 녹번동
1  18500.0        20   우진빌라(102-1)     녹번로3길 9  서울특별시 은평구 녹번동
2  13000.0        20   우진빌라(102-1)     녹번로3길 9  서울특별시 은평구 녹번동
3      0.0        30   경일빌라(168-3)   서오릉로4길 22  서울특별시 은평구 녹번동
4   3500.0        80  태림맨션(141-67)  진흥로 138-10  서울특별시 은평구 녹번동"
1138010300,14,45.65,3,2002,"   deposit  pricemon   building          road           dong
0  15000.0         5         신화  통일로85길 10-14  서울특별시 은평구 갈현동
1   3000.0        45      (1-9)      진흥로16길 4  서울특별시 은평구 녹번동
2   1000.0        60   (301-20)  통일로78길 12-16  서울특별시 은평구 불광동
3   4500.0        35     한샘그린빌라     통일로94길 29  서울특별시 은평구 불광동
4   9000.0        20  (275-139)  갈현로33가길 7-20  서울특별시 은평구 갈현동"
1138010900,11,37.31,2,2008,"   deposit  pricemon      building         road           dong
0   3000.0        55         대신홈타운    증산로19길 18  서울특별시 은평구 신사동
1   2000.0        65           Q드림   갈현로4길 21-6  서울특별시 은평구 역촌동
2   1500.0        55          유진빌라  증산로21길 19-8  서울특별시 은평구 신사동
3   6000.0        35  우성아트빌(31-23)  증산로19길 20-1  서울특별시 은평구 신사동
4   1000.0        65   한스하우스(32-2)  증산로21길 15-4  서울특별시 은평구 신사동"
1138010700,10,34.41,5,2016,"   deposit  pricemon  building          road           dong
0   3000.0       300  파인빌라트208    응암로 214-13  서울특별시 은평구 응암동
1   3000.0        68    아이원팰리스   백련산로14길 7-9  서울특별시 은평구 응암동
2   3000.0        60    J-vill      진흥로 50-5  서울특별시 은평구 응암동
3   1996.0        17     다원하이빌  응암로34길 21-27  서울특별시 은평구 응암동
4   4000.0        45     동녁하우스   응암로29길 18-9  서울특별시 은평구 응암동"
1138010100,4,12.9,2,2012,"   deposit  pricemon building        road           dong
0   1000.0        40       수정  수색로 269-30  서울특별시 은평구 수색동
1   2000.0        30       수정  수색로 269-30  서울특별시 은평구 수색동
2   3000.0        40    프라임캐슬   수색로 275-7  서울특별시 은평구 수색동
3   2000.0        30       수정  수색로 269-30  서울특별시 은평구 수색동
4   1000.0        45    프라임캐슬   수색로 275-7  서울특별시 은평구 수색동"
1138010800,16,51.44,2,2002,"   deposit  pricemon      building         road           dong
0   6000.0        50        선정그랜드빌    진흥로1라길 14  서울특별시 은평구 역촌동
1   4000.0        60       동명홈타운A동  응암로29길 14-1  서울특별시 은평구 응암동
2   3000.0        35   꿈이있는집(1-82)  은평로3가길 10-1  서울특별시 은평구 신사동
3   3000.0        70  그레이스빌(34-10)   증산로19길 8-4  서울특별시 은평구 신사동
4   3000.0        50          청림빌라   가좌로7나길 9-8  서울특별시 은평구 응암동"
1138010300,14,46.87,2,1993,"   deposit  pricemon     building         road           dong
0   2500.0        40           미빌  연서로33길 11-1  서울특별시 은평구 불광동
1  12000.0         6      (125-1)     연서로38길 7  서울특별시 은평구 불광동
2   1000.0        50         영상빌라  통일로82길 22-7  서울특별시 은평구 불광동
3   9000.0         5         우성빌라   통일로82나길 12  서울특별시 은평구 불광동
4   3000.0        30  건우빌라(145-1)  연서로34길 33-3  서울특별시 은평구 불광동"
