코드,평,전용면적(㎡),층,건축년도,predicted
1111010100,20,66.65,3,2009,"   deposit  pricemon building         road           dong
0   9000.0       100  아름드리청운빌  자하문로 115-18  서울특별시 종로구 청운동
1  15000.0        50  (145-0)       옥인길 14  서울특별시 종로구 옥인동
2   3000.0        20     해오름빌      옥인3길 18  서울특별시 종로구 누상동
3  15000.0        75  (145-0)       옥인길 14  서울특별시 종로구 옥인동
4   3000.0       160      럭스빌    자하문로 95-1  서울특별시 종로구 신교동"
1111017300,12,40.9,1,2002,"   deposit  pricemon  building          road            dong
0   3000.0        50     다복빌라트      숭인동1길 23   서울특별시 종로구 숭인동
1   3000.0        25   (31-24)    성균관로16길 13  서울특별시 종로구 명륜1가
2   3000.0        45   (614-0)   숭인동1나길 19-6   서울특별시 종로구 숭인동
3    500.0        70   (4-126)      동숭4다길 15   서울특별시 종로구 동숭동
4    500.0        35  (626-30)  낙산성곽동길 67-10   서울특별시 종로구 창신동"
1111018300,14,46.97,1,2004,"   deposit  pricemon building       road           dong
0   6000.0        40    한마음주택   사직로1가길 8  서울특별시 종로구 행촌동
1   1000.0       100    하이스트빌  평창10길 7-6  서울특별시 종로구 평창동
2   1000.0       100    하이스트빌  평창10길 7-6  서울특별시 종로구 평창동
3  10000.0        40      썬빌라  세검정로6길 90  서울특별시 종로구 신영동
4   3000.0        50    다복빌라트   숭인동1길 23  서울특별시 종로구 숭인동"
1111017900,13,43.29,3,1998,"   deposit  pricemon building        road            dong
0   1500.0        45     인아빌라   낙산성곽동길 62   서울특별시 종로구 창신동
1   1000.0        80  칼라하우스A동    혜화로9길 56  서울특별시 종로구 명륜1가
2   6000.0        35  (1-810)    명륜1길 7-3  서울특별시 종로구 명륜3가
3   3000.0        55    (7-6)   동숭4다길 5-3   서울특별시 종로구 동숭동
4   1000.0        70   (86-8)  창경궁로33길 51  서울특별시 종로구 명륜2가"
1111016600,15,50.68,3,1995,"   deposit  pricemon building       road            dong
0  10000.0        40      서울빌   대학로7길 12   서울특별시 종로구 연건동
1   3000.0        60  (25-59)   율곡로27길 9   서울특별시 종로구 충신동
2   3000.0        55    (7-6)  동숭4다길 5-3   서울특별시 종로구 동숭동
3   6000.0        35  (1-810)   명륜1길 7-3  서울특별시 종로구 명륜3가
4  12000.0        10    (7-2)   동숭4다길 13   서울특별시 종로구 동숭동"
1111014900,18,59.81,4,1997,"   deposit  pricemon     building       road           dong
0   2000.0        90      (86-26)   창덕궁4길 13  서울특별시 종로구 원서동
1  11500.0        20         원서빌라   창덕궁길 129  서울특별시 종로구 원서동
2   9500.0        50         산정빌라  창덕궁4길 4-8  서울특별시 종로구 원서동
3   3000.0       110  원서빌라트(103동)    창덕궁3길 3  서울특별시 종로구 원서동
4   5000.0        70         경미빌라   창덕궁3길 12  서울특별시 종로구 원서동"
1111010200,8,27.19,4,1997,"   deposit  pricemon building           road           dong
0   1500.0        60    오케이공인       필운대로 108  서울특별시 종로구 신교동
1  12000.0        10  (17-45)   자하문로21길 27-1  서울특별시 종로구 신교동
2   2000.0        50     번영주택     필운대로5다길 12  서울특별시 종로구 누상동
3   1000.0        55     번영주택     필운대로5다길 12  서울특별시 종로구 누상동
4   4000.0        40    드림하이빌  필운대로5다길 12-10  서울특별시 종로구 누상동"
1111017000,5,16.95,3,2014,"   deposit  pricemon        building       road            dong
0   2000.0        60             정선재   이화장2길 52   서울특별시 종로구 동숭동
1   1000.0        65             진덕재  성균관로4길 33  서울특별시 종로구 명륜2가
2   1000.0        60           (4-6)    동숭4길 42   서울특별시 종로구 동숭동
3   2000.0        50  GREEN HOUSE C동   혜화로8길 17   서울특별시 종로구 혜화동
4   1000.0        55         (36-16)   혜화로5길 52  서울특별시 종로구 명륜1가"
1111017300,8,25.36,4,1997,"   deposit  pricemon  building          road            dong
0   5000.0        15   (4-168)      동숭4라길 33   서울특별시 종로구 동숭동
1   5000.0        20     르느와르5       성균관로 73  서울특별시 종로구 명륜1가
2  10000.0        40  (210-58)  통일로12길 76-23   서울특별시 종로구 행촌동
3   1000.0        35    (4-81)    동숭4라길 11-6   서울특별시 종로구 동숭동
4   3000.0        50  (199-20)    이화장길 70-12   서울특별시 종로구 동숭동"
1111018300,24,78.75,4,1996,"   deposit  pricemon building        road            dong
0  10000.0       100     동익빌라     홍지문길 64   서울특별시 종로구 구기동
1   5000.0        70     금강주택  평창12길 8-22   서울특별시 종로구 평창동
2   5000.0        80      천지인     평창길 3-1   서울특별시 종로구 평창동
3    500.0        60  (1-108)   명륜2길 44-2  서울특별시 종로구 명륜3가
4     50.0        10     보현빌라     홍지문길 51   서울특별시 종로구 홍지동"
1111018100,13,41.93,-1,1999,"   deposit  pricemon   building        road            dong
0   1500.0        50       장미주택   낙산성곽동길 67   서울특별시 종로구 창신동
1   2000.0        40    (1-100)   명륜2길 40-1  서울특별시 종로구 명륜3가
2   1000.0        40         흥륜  세검정로7나길 46   서울특별시 종로구 신영동
3    500.0        65       용전빌라    동숭4다길 16   서울특별시 종로구 동숭동
4   1000.0        40  (210-445)    사직로1라길 9   서울특별시 종로구 행촌동"
1111017000,14,47.58,3,1997,"   deposit  pricemon building       road            dong
0   3000.0        55    (7-6)  동숭4다길 5-3   서울특별시 종로구 동숭동
1  10000.0        40      서울빌   대학로7길 12   서울특별시 종로구 연건동
2   1500.0        45     인아빌라  낙산성곽동길 62   서울특별시 종로구 창신동
3   6000.0        35  (1-810)   명륜1길 7-3  서울특별시 종로구 명륜3가
4   1000.0        80  칼라하우스A동   혜화로9길 56  서울특별시 종로구 명륜1가"
1111017000,5,16.57,2,2009,"   deposit  pricemon        building        road            dong
0   1000.0        55         (36-16)    혜화로5길 52  서울특별시 종로구 명륜1가
1   1000.0        60  GREEN HOUSE B동  혜화로8길 13-6   서울특별시 종로구 혜화동
2   1000.0        60  GREEN HOUSE B동  혜화로8길 13-6   서울특별시 종로구 혜화동
3   2000.0        45        (296-20)    종로56길 21   서울특별시 종로구 숭인동
4   1000.0        65             진덕재   성균관로4길 33  서울특별시 종로구 명륜2가"
1111016600,7,22.17,5,2019,"   deposit  pricemon    building          road            dong
0   3000.0        65       스카이캐슬       동망산길 28   서울특별시 종로구 숭인동
1   1000.0        45      (27-0)  창경궁로16길 33-3   서울특별시 종로구 연지동
2     60.0        32  주함해븐타워(1동)    종로31길 46-1   서울특별시 종로구 연지동
3   1000.0        72         우현빌      숭인동2길 33   서울특별시 종로구 숭인동
4   1000.0        75         진덕재     성균관로4길 33  서울특별시 종로구 명륜2가"
1111017300,12,39.26,3,2002,"   deposit  pricemon  building        road            dong
0   1000.0        48  (660-70)    낙산성곽동길 8   서울특별시 종로구 창신동
1   7500.0        15    (90-4)    혜화로3길 54  서울특별시 종로구 명륜1가
2  10000.0        50  (206-17)  창경궁로26길 18  서울특별시 종로구 명륜4가
3  12000.0        25       이지빌      혜화로 42   서울특별시 종로구 혜화동
4   5000.0        40   (189-2)     동숭1길 20   서울특별시 종로구 동숭동"
1111010100,25,83.61,2,1988,"   deposit  pricemon  building        road           dong
0  20000.0        65      미성맨션  자하문로17길 29  서울특별시 종로구 통인동
1   3000.0       100    (50-4)   자하문로21길 6  서울특별시 종로구 신교동
2   5000.0        60  (178-19)     옥인4길 24  서울특별시 종로구 옥인동
3  16000.0        30     중앙아트빌     옥인4길 40  서울특별시 종로구 옥인동
4   5500.0        80    (17-0)    옥인3길 2-1  서울특별시 종로구 누상동"
