코드,평수,전용면적(㎡),층,건축년도,predicted,predicted price
1130510300,18,59.45,3,2002,"   deposit         building        road           dong
0  22500.0  동일하이츠빌라(166-74)  한천로150길 72  서울특별시 강북구 수유동
1  18500.0             삼우맨숀  삼각산로28길 26  서울특별시 강북구 수유동
2  14500.0         황실파크빌(B)  삼양로139길 32  서울특별시 강북구 수유동
3  19000.0     현대그랑빌(32-39)   노해로15길 42  서울특별시 강북구 수유동
4  13000.0           대운아트빌라  삼양로117길 32  서울특별시 강북구 수유동",17608
1130510100,13,43.85,3,1997,"   deposit   building          road           dong
0   7000.0       다운빌라     인수봉로6길 21  서울특별시 강북구 미아동
1  12000.0      청기와빌라      도봉로59길 8  서울특별시 강북구 미아동
2   8500.0  (439-185)     삼양로20나길 5  서울특별시 강북구 미아동
3  11000.0      남영아트빌  솔샘로64나길 52-4  서울특별시 강북구 미아동
4  16000.0    대원아트빌2차    삼양로38라길 11  서울특별시 강북구 미아동",10040
1130510300,9,29.45,2,2014,"   deposit  building           road           dong
0  12000.0      메종루체  삼양로131길 23-14  서울특별시 강북구 수유동
1  15500.0  모던하우스 II  삼양로131길 23-20  서울특별시 강북구 수유동
2  19000.0     MS펠리체      삼양로 336-8  서울특별시 강북구 수유동
3  16000.0      스타캐슬      삼양로87길 11  서울특별시 강북구 수유동
4  13500.0    정은스위트빌       노해로9길 63  서울특별시 강북구 수유동",11912
1130510100,14,47.12,4,2008,"   deposit    building         road           dong
0  12000.0       대성휴먼빌    인수봉로6가길 5  서울특별시 강북구 미아동
1  20000.0       이화아트빌    도봉로41길 57  서울특별시 강북구 미아동
2  14500.0       신화리치빌  솔샘로59길 15-6  서울특별시 강북구 미아동
3  15000.0  (791-2741)  인수봉로6길 16-3  서울특별시 강북구 미아동
4  20000.0      정원드림타운    도봉로41길 39  서울특별시 강북구 미아동",11540
1130510100,16,52.58,3,1995,"   deposit      building           road           dong
0   8500.0          대영맨션  인수봉로20가길 13-5  서울특별시 강북구 미아동
1  13000.0  현대빌라(436-72)  삼양로20나길 40-26  서울특별시 강북구 미아동
2   7000.0          다운빌라      인수봉로6길 21  서울특별시 강북구 미아동
3  13000.0      양정빌라(6동)        인수봉로 40  서울특별시 강북구 미아동
4   8500.0     (439-185)      삼양로20나길 5  서울특별시 강북구 미아동",11699
1130510100,13,42.98,3,2018,"   deposit        building        road           dong
0  22500.0  삼성레드빌A동(719-6)  삼양로38라길 26  서울특별시 강북구 미아동
1  23000.0    금강에뜨레2단지202동   도봉로47길 56  서울특별시 강북구 미아동
2  21000.0  삼성레드빌A동(719-6)  삼양로38라길 26  서울특별시 강북구 미아동
3  21000.0             한양빌   삼양로 226-3  서울특별시 강북구 미아동
4  22000.0    정원드림빌(329-8)   도봉로21길 28  서울특별시 강북구 미아동",26364
1130510100,21,70.38,5,2003,"   deposit building         road           dong
0  20000.0    토토하우스    인수봉로8길 10  서울특별시 강북구 미아동
1  18000.0   미도그랜드힐  인수봉로20나길 52  서울특별시 강북구 미아동
2  16500.0    홍익그린빌    인수봉로12길 1  서울특별시 강북구 미아동
3  16000.0     대선빌딩    삼양로19길 59  서울특별시 강북구 미아동
4  18000.0     소망맨션  솔샘로53길 4-16  서울특별시 강북구 미아동",16645
1130510300,22,72.48,2,2002,"   deposit         building          road           dong
0  15000.0             윤진빌라  한천로166길 5-19  서울특별시 강북구 수유동
1  22200.0           은행빌라A동   수유로21길 3-10  서울특별시 강북구 수유동
2  19200.0           은행빌라A동   수유로21길 3-10  서울특별시 강북구 수유동
3  15000.0  성지그레이스빌(288-10)  삼양로123길 14-7  서울특별시 강북구 수유동
4  19000.0        삼성화이트빌라9차  인수봉로55길 40-2  서울특별시 강북구 수유동",17188
1130510300,11,36.36,3,1990,"   deposit         building         road           dong
0   7500.0     백운빌라(532-97)   인수봉로79다길 6  서울특별시 강북구 수유동
1   7500.0             서울빌라   인수봉로61길 46  서울특별시 강북구 수유동
2   8500.0    청화아트빌라(536-1)  4.19로13길 38  서울특별시 강북구 수유동
3   9000.0         우광타운(12)    인수봉로29길 6  서울특별시 강북구 수유동
4   8500.0  한영하이츠빌라(359-37)   삼양로111길 63  서울특별시 강북구 수유동",8014
1130510300,13,44.51,3,2013,"   deposit     building           road           dong
0  15500.0         민정빌라  삼양로123길 46-21  서울특별시 강북구 수유동
1  13000.0          푸른솔     삼양로139길 40  서울특별시 강북구 수유동
2  17500.0  세명(291-233)  삼양로123길 40-32  서울특별시 강북구 수유동
3  18100.0        청호캐스빌      노해로27길 53  서울특별시 강북구 수유동
4  16000.0  대광맨션(1-126)    노해로7가길 24-4  서울특별시 강북구 수유동",14661
