코드,평수,전용면적(㎡),층,건축년도,predicted,predicted price
1153010700,21,70.16,3,2002,"   deposit      building          road           dong
0  20000.0   금오빌라(304-9)    개봉로17다길 27  서울특별시 구로구 개봉동
1  20000.0  동도주택(358-11)      개봉로5길 13  서울특별시 구로구 개봉동
2  20000.0   소망빌라(352-1)   개봉로11길 35-4  서울특별시 구로구 개봉동
3  23000.0  성환빌라(330-19)  개봉로15길 28-20  서울특별시 구로구 개봉동
4  21000.0  브라운스톤(340-3)  개봉로15길 46-23  서울특별시 구로구 개봉동",19835
1153010800,11,36.42,3,1991,"   deposit        building         road           dong
0  10000.0         성산빌라 2동    오류로 54-19  서울특별시 구로구 오류동
1  13000.0         삼진빌라(가)    오류로 54-16  서울특별시 구로구 오류동
2   9000.0            미성빌라  오리로 1171-14  서울특별시 구로구 오류동
3   8000.0         거상빌라(가)    오류로8다길 31  서울특별시 구로구 오류동
4  11500.0  낙원빌라나동(212-11)   오리로 1266-1   서울특별시 구로구 궁동",11478.75
1153010800,13,41.76,3,1989,"   deposit         building       road           dong
0   8000.0          거상빌라(가)  오류로8다길 31  서울특별시 구로구 오류동
1   8000.0  거상빌라(다)(156-30)  오류로8다길 21  서울특별시 구로구 오류동
2  14000.0        서울가든빌라1단지     경인로 83  서울특별시 구로구 오류동
3  11000.0        서울가든빌라1단지     경인로 83  서울특별시 구로구 오류동
4  11000.0        서울가든빌라1단지     경인로 83  서울특별시 구로구 오류동",9430.178571
1153010900,21,69.78,2,1998,"   deposit        building          road          dong
0  16000.0  광진시티빌2동(146-1)     오리로22길 51  서울특별시 구로구 궁동
1  15000.0    도원아트빌(180-1)  오리로20길 67-19  서울특별시 구로구 궁동
2  17000.0     방주빌라(100-0)    오리로21가길 22  서울특별시 구로구 궁동
3  23500.0  대명그린빌1동(184-3)     부일로13길 71  서울특별시 구로구 궁동
4  23500.0  대명그린빌1동(184-3)     부일로13길 71  서울특별시 구로구 궁동",16170
1153010800,25,83.88,1,1986,"   deposit     building         road           dong
0  20000.0  화랑주택(108-1)       경인로 20  서울특별시 구로구 오류동
1  16000.0  화랑주택(108-1)       경인로 20  서울특별시 구로구 오류동
2  16000.0  화랑주택(108-1)       경인로 20  서울특별시 구로구 오류동
3  14500.0         예원빌라       오류로 52  서울특별시 구로구 오류동
4  10500.0   성신빌라(가)(다)  오리로10길 44-6  서울특별시 구로구 오류동",17587
1153010200,5,17.22,5,2011,"   deposit building        road            dong
0  10000.0   아리움 나동    디지털로 235  서울특별시 구로구 가리봉동
1   8000.0    가산하우젠  남부순환로 1305  서울특별시 구로구 가리봉동
2   8000.0    가산하우젠  남부순환로 1305  서울특별시 구로구 가리봉동
3   8000.0    가산하우젠  남부순환로 1305  서울특별시 구로구 가리봉동
4   8000.0    가산하우젠  남부순환로 1305  서울특별시 구로구 가리봉동",9877.666667
1153010900,18,59.55,-1,2000,"   deposit       building           road           dong
0  12000.0     우덕맨션(81-4)  오리로21가길 23-31   서울특별시 구로구 궁동
1  13000.0      신태흥목화빌라7차      부일로1가길 27  서울특별시 구로구 온수동
2  14000.0  별장빌라2차(284-3)      오리로17길 63   서울특별시 구로구 궁동
3   8000.0           선경빌라     고척로16가길 35  서울특별시 구로구 개봉동
4  12000.0           충정주택       고척로1길 33  서울특별시 구로구 오류동",12194
1153010700,13,42.8,3,2002,"   deposit        building          road           dong
0  12000.0   화인아트빌(450-12)   고척로52라길 5-7  서울특별시 구로구 개봉동
1  15500.0  미래빌리지3동(320-2)  개봉로17나길 51-4  서울특별시 구로구 개봉동
2  14000.0           명주쉐르빌    고척로 127-10  서울특별시 구로구 개봉동
3  11000.0         태영아트빌2차     고척로18길 31  서울특별시 구로구 개봉동
4  15500.0  대림아트빌(나동)(450)   고척로52라길 5-5  서울특별시 구로구 개봉동",12638.33333
1153010900,17,57.19,1,1988,"   deposit      building          road           dong
0  15000.0          우신빌라      오리로 1265   서울특별시 구로구 궁동
1  16000.0          우신빌라      오리로 1265   서울특별시 구로구 궁동
2  13500.0  동부청운주택(1,2동)  오리로13길 56-37  서울특별시 구로구 오류동
3   9000.0   우석빌라(가,나,다)      오류로8다길 9  서울특별시 구로구 오류동
4  13000.0   우석빌라(가,나,다)      오류로8다길 9  서울특별시 구로구 오류동",15305.55952
1153010700,14,45.8,5,2004,"   deposit          building          road           dong
0  12500.0           중앙아트힐A동  고척로52길 68-17  서울특별시 구로구 개봉동
1  14000.0     유상빌리지(370-12)     개봉로1길 100  서울특별시 구로구 개봉동
2  10000.0  SKY VILLE(333-8)  개봉로17마길 9-23  서울특별시 구로구 개봉동
3  13000.0              보나빌라     경서로1나길 33  서울특별시 구로구 개봉동
4  12000.0     동우빌라(139-151)    경인로33다길 19  서울특별시 구로구 개봉동",13259
1153010800,14,46.06,2,2019,"   deposit building         road           dong
0  27500.0    보네르캐슬    서해안로 2203  서울특별시 구로구 오류동
1  24000.0   동건 수목원  서해안로 2261-6  서울특별시 구로구 오류동
2  24000.0   동건 수목원  서해안로 2261-6  서울특별시 구로구 오류동
3  27500.0      월드빌    고척로16길 63  서울특별시 구로구 오류동
4  27500.0    가르텐캐슬  서해안로 2212-1  서울특별시 구로구 오류동",27616.66667
1153010700,13,43.98,2,2014,"   deposit        building           road           dong
0  20000.0           리안하우스     개봉로11가길 18  서울특별시 구로구 개봉동
1  17300.0         삼성쉐르빌A동    고척로27다길 4-4  서울특별시 구로구 개봉동
2  20000.0         꿈애그린빌4차  개봉로17나길 61-13  서울특별시 구로구 개봉동
3  19000.0         베스트바로크빌   개봉로11길 71-10  서울특별시 구로구 개봉동
4  18000.0  디자인화이트빌(304-8)     개봉로17다길 23  서울특별시 구로구 개봉동",17353.18
1153010600,9,29.18,3,2017,"   deposit       building        road           dong
0  15000.0        145-176   경서로7가길 38  서울특별시 구로구 고척동
1  16900.0  수명그린빌(241-57)  고척로27다길 56  서울특별시 구로구 고척동
2  15000.0           코스모스   경서로7가길 34  서울특별시 구로구 고척동
3  22900.0          골드리치빌  중앙로8길 34-1  서울특별시 구로구 고척동
4  19000.0         트라움팰리스     고척로 194  서울특별시 구로구 고척동",16601
1153010200,12,38.82,4,2016,"   deposit  building           road           dong
0  29500.0  한영선샤인빌리지       새말로9길 49  서울특별시 구로구 구로동
1  27000.0      삼성빌딩       새말로9길 46  서울특별시 구로구 구로동
2  27000.0      삼성빌딩       새말로9길 46  서울특별시 구로구 구로동
3  24000.0     다온쉐르빌  시흥대로161길 36-6  서울특별시 구로구 구로동
4  17000.0   대성럭스빌2차    구로동로 212-13  서울특별시 구로구 구로동",22055
