코드,평,전용면적(㎡),층,건축년도,predicted,predicted price
1117013600,22,72.85,3,2002,"   deposit  building        road            dong
0  30000.0     (8-5)   장문로45바길 8   서울특별시 용산구 보광동
1  25000.0  신진그린빌 나동   보광로21길 29   서울특별시 용산구 보광동
2  23000.0      한빛빌라   장문로45길 60   서울특별시 용산구 보광동
3  33000.0  (723-23)  한남대로28나길 6   서울특별시 용산구 한남동
4  20000.0      한강빌라  서빙고로71길 47  서울특별시 용산구 동빙고동",23398.33333
1117011200,6,21.11,4,2015,"   deposit building          road             dong
0  23000.0   (13-8)  백범로79나길 13-2  서울특별시 용산구 원효로1가
1  23500.0    진흥펠리체     원효로77가길 4  서울특별시 용산구 원효로1가
2  22000.0   (13-8)  백범로79나길 13-2  서울특별시 용산구 원효로1가
3  22000.0      대로빌    원효로53가길 24  서울특별시 용산구 원효로2가
4  21500.0      대로빌    원효로53가길 24  서울특별시 용산구 원효로2가",16309
1117011300,17,56.04,3,2019,"   deposit building           road             dong
0  31500.0      그래집    원효로81길 30-1  서울특별시 용산구 원효로1가
1  34100.0     티엠타운  청파로47가길 19-16  서울특별시 용산구 청파동3가
2  25000.0    뉴캐슬빌A      새창로35길 31  서울특별시 용산구 원효로2가
3  25000.0     해담은빌     효창원로15길 34    서울특별시 용산구 산천동
4  37000.0    뉴캐슬빌A      새창로35길 31  서울특별시 용산구 원효로2가",30689
1117012100,9,28.88,2,2017,"   deposit     building           road           dong
0  21000.0  삼성효창빌(2-12)   백범로74길 17-14  서울특별시 용산구 용문동
1  20000.0         KD빌라      효창원로35길 8  서울특별시 용산구 용문동
2  22500.0        더하우스人  효창원로37나길 19-4  서울특별시 용산구 용문동
3  21000.0         리더스빌      원효로53길 50  서울특별시 용산구 용문동
4  23000.0         리더스빌      원효로53길 50  서울특별시 용산구 용문동",21700
1117011900,21,68.48,2,1991,"   deposit    building          road           dong
0  25000.0  청구하이츠빌라(A)  효창원로76길 24-3  서울특별시 용산구 효창동
1  25000.0        다남빌라    효창원로69길 60  서울특별시 용산구 효창동
2  24000.0      (35-0)   효창원로16가길 20  서울특별시 용산구 신창동
3  32000.0        로즈빌라   효창원로25다길 23  서울특별시 용산구 용문동
4  18000.0        청운빌라  효창원로23길 14-5  서울특별시 용산구 신창동",22815.96667
1117010900,10,33.6,1,2007,"   deposit  building          road             dong
0  15000.0  청파동다세대주택   효창원로104길 45  서울특별시 용산구 청파동1가
1  15000.0      덕수빌라     청파로49길 18  서울특별시 용산구 청파동2가
2  18000.0     두리파크빌  청파로57가길 12-6  서울특별시 용산구 청파동2가
3   7000.0  (247-19)  효창원로104나길 28    서울특별시 용산구 서계동
4   7000.0     (3-7)    효창원로86길 49  서울특별시 용산구 청파동2가",13915
1117010100,9,29.7,5,2016,"   deposit building         road           dong
0  19500.0     동신주택   두텁바위로35길 9  서울특별시 용산구 후암동
1  22000.0    43-13    두텁바위로 145  서울특별시 용산구 후암동
2  23000.0   334-20  두텁바위로57길 10  서울특별시 용산구 후암동
3  22000.0    43-13    두텁바위로 145  서울특별시 용산구 후암동
4  16000.0   334-20  두텁바위로57길 10  서울특별시 용산구 후암동",20556.83333
1117011200,8,25.2,4,2017,"   deposit  building          road             dong
0  23500.0     진흥펠리체     원효로77가길 4  서울특별시 용산구 원효로1가
1  23000.0  용산2차휴먼타운    백범로90라길 38  서울특별시 용산구 원효로1가
2  25000.0  용산2차휴먼타운    백범로90라길 38  서울특별시 용산구 원효로1가
3  23000.0  용산2차휴먼타운    백범로90라길 38  서울특별시 용산구 원효로1가
4  23000.0    (13-8)  백범로79나길 13-2  서울특별시 용산구 원효로1가",22667.33333
1117012300,7,23.78,5,2015,"   deposit  building          road           dong
0  18000.0     용산파크빌    새창로45가길 22  서울특별시 용산구 신계동
1  15750.0  제나스위트하우스    새창로45가길 16  서울특별시 용산구 신계동
2  15750.0  제나스위트하우스    새창로45가길 16  서울특별시 용산구 신계동
3  16500.0  라온빌(미공시)  효창원로48길 20-4  서울특별시 용산구 용문동
4  20000.0   용산파크빌A동     새창로45길 60  서울특별시 용산구 신계동",17156
1117011900,8,26.33,5,2019,"   deposit building          road             dong
0  22000.0      비버빌    백범로47가길 27    서울특별시 용산구 효창동
1  18000.0      비버빌    백범로47가길 27    서울특별시 용산구 효창동
2   2100.0      비버빌    백범로47가길 27    서울특별시 용산구 효창동
3  19000.0  01월 28일  효창원로12길 27-4  서울특별시 용산구 원효로4가
4  19000.0   금강프라임빌   원효로25길 16-1  서울특별시 용산구 원효로4가",20329
1117013400,22,73.09,2,1976,"   deposit building         road            dong
0  20000.0     양지맨션  서빙고로91나길 48   서울특별시 용산구 주성동
1  18000.0     양지맨션  서빙고로91나길 48   서울특별시 용산구 주성동
2  15000.0     양지맨션  서빙고로91나길 48   서울특별시 용산구 주성동
3  13000.0     양지맨션  서빙고로91나길 48   서울특별시 용산구 주성동
4  25000.0     금호맨숀     서빙고로 237  서울특별시 용산구 서빙고동",18562.33333
