코드,평수,전용면적(㎡),층,건축년도,predicted
1154510200,14,47.07,4,2014,"   deposit  pricemon      building          road           dong
0   1000.0       110        리치힐홈타운      독산로92길 9  서울특별시 금천구 독산동
1   3000.0        78         대광모던빌  남부순환로128길 44  서울특별시 금천구 독산동
2    476.0        31  아이빌(378-196)    독산로58라길 10  서울특별시 금천구 독산동
3  15000.0        20          영풍타운       가산로5길 7  서울특별시 금천구 독산동
4  12000.0        20        파스텔하우스   시흥대로118길 11  서울특별시 금천구 독산동"
1154510100,21,70.92,2,2002,"   deposit  pricemon      building         road           dong
0  14000.0        30      백운스위트빌가동    두산로3가길 24  서울특별시 금천구 가산동
1   5000.0        35  성민빌라(237-37)    가산로3가길 22  서울특별시 금천구 가산동
2   1500.0        35    아이티빌(83-2)    벚꽃로56길 92  서울특별시 금천구 가산동
3   5000.0        35        두산그린빌라  시흥대로145길 72  서울특별시 금천구 가산동
4   4000.0        70       (880-3)     문성로5가길 8  서울특별시 금천구 독산동"
1154510200,13,43.9,4,2015,"   deposit  pricemon      building          road           dong
0   1000.0       110        리치힐홈타운      독산로92길 9  서울특별시 금천구 독산동
1  15000.0        20          영풍타운       가산로5길 7  서울특별시 금천구 독산동
2    476.0        31  아이빌(378-196)    독산로58라길 10  서울특별시 금천구 독산동
3   3000.0        78         대광모던빌  남부순환로128길 44  서울특별시 금천구 독산동
4   5000.0        50           우진빌    범안로12가길 13  서울특별시 금천구 독산동"
1154510100,7,22.12,2,2010,"   deposit  pricemon    building         road           dong
0   1000.0        40  (휴먼빌40-11)    벚꽃로42길 13  서울특별시 금천구 가산동
1   1000.0        60        BH하임  가산로3길 134-6  서울특별시 금천구 가산동
2   1000.0        60        BH하임  가산로3길 134-6  서울특별시 금천구 가산동
3   2000.0        55        BH하임  가산로3길 134-6  서울특별시 금천구 가산동
4   1000.0        75      씨앤에스타워      벚꽃로 316  서울특별시 금천구 가산동"
1154510300,11,35.84,5,2016,"   deposit  pricemon building           road           dong
0   3000.0        80      늘해랑   금하로24나길 27-4  서울특별시 금천구 시흥동
1   1029.0        13    테레사의집       독산로8길 45  서울특별시 금천구 시흥동
2   3000.0        55    덕산리치빌  시흥대로57길 19-69  서울특별시 금천구 시흥동
3   1000.0        50    준 건설A   독산로35길 15-25  서울특별시 금천구 시흥동
4    414.0        35  엘림하우스-3      독산로11길 25  서울특별시 금천구 시흥동"
1154510300,11,36.21,9,2019,"   deposit  pricemon building        road           dong
0   3000.0        60   미림메르디앙    금하로5길 22  서울특별시 금천구 시흥동
1   2000.0        65   미림메르디앙    금하로5길 22  서울특별시 금천구 시흥동
2   2000.0        80     센트로힐    금하로5길 18  서울특별시 금천구 시흥동
3   4000.0        62    DS파크빌  시흥대로61길 46  서울특별시 금천구 시흥동
4   2000.0        70    DS파크빌  시흥대로61길 46  서울특별시 금천구 시흥동"
1154510200,16,51.35,-1,2002,"   deposit  pricemon building          road           dong
0   3500.0        38   신우맨션2차    시흥대로96길 37  서울특별시 금천구 독산동
1  11000.0        10   신우맨션3차  독산로65길 14-11  서울특별시 금천구 독산동
2   4000.0        35   쌍용프라임빌    독산로102길 80  서울특별시 금천구 독산동
3   5000.0        50   (럭스빌A)   시흥대로84다길 28  서울특별시 금천구 독산동
4   7000.0        15   (롯데빌라)  남부순환로130길 55  서울특별시 금천구 독산동"
1154510200,4,14.57,5,2013,"   deposit  pricemon        building          road           dong
0   1000.0        40           태성팰리스  범안로12길 29-14  서울특별시 금천구 독산동
1   2000.0        45     엘리체(960-11)     독산로106길 9  서울특별시 금천구 독산동
2   1000.0        46  더 로터스(1006-54)  범안로12가길 31-5  서울특별시 금천구 독산동
3   3000.0        26     알프스(148-27)        가산로 94  서울특별시 금천구 독산동
4   2000.0        35     알프스(148-27)        가산로 94  서울특별시 금천구 독산동"
1154510200,23,74.47,3,2017,"   deposit  pricemon              building        road           dong
0    736.0        45                 오성드림빌  독산로64다길 14  서울특별시 금천구 독산동
1    707.0        43  오성드림빌(2차)1동,2동,3동,4동  독산로64다길 12  서울특별시 금천구 독산동
2    784.0        46  오성드림빌(2차)1동,2동,3동,4동  독산로64다길 12  서울특별시 금천구 독산동
3    100.0        34                 오성드림빌  독산로64다길 14  서울특별시 금천구 독산동
4    586.0        48               1057-37  시흥대로96길 19  서울특별시 금천구 독산동"
1154510200,23,76.14,2,1984,"   deposit  pricemon        building        road           dong
0   2000.0        60      대성연립가동나동다동    두산로7길 32  서울특별시 금천구 독산동
1    500.0        20  현대빌리지(1068-17)  시흥대로88길 22  서울특별시 금천구 독산동
2   5000.0        20          정훈파크빌라  독산로58나길 35  서울특별시 금천구 독산동
3   3000.0        50          정훈파크빌라  독산로58나길 35  서울특별시 금천구 독산동
4    500.0        20  현대빌리지(1068-17)  시흥대로88길 22  서울특별시 금천구 독산동"
1154510200,9,29.82,5,2013,"   deposit  pricemon       building          road           dong
0   3000.0        55        스카이에코빌A   시흥대로110길 28  서울특별시 금천구 독산동
1   5000.0        65          자이칸타빌    독산로109길 27  서울특별시 금천구 독산동
2   1000.0        65  한백아트(1046-22)     독산로49길 26  서울특별시 금천구 독산동
3   1000.0        60      중앙하이빌1동2동  범안로12길 29-25  서울특별시 금천구 독산동
4    500.0        89          호성빌리지    범안로12가길 11  서울특별시 금천구 독산동"
1154510300,11,37.5,5,2013,"   deposit  pricemon building          road           dong
0   3000.0        80      늘해랑  금하로24나길 27-4  서울특별시 금천구 시흥동
1   3000.0        40    현대하우징    시흥대로26길 55  서울특별시 금천구 시흥동
2   1029.0        13    테레사의집      독산로8길 45  서울특별시 금천구 시흥동
3   2000.0        60       그린       독산로 129  서울특별시 금천구 시흥동
4   2000.0        60       그린       독산로 129  서울특별시 금천구 시흥동"
1154510200,9,29.31,5,2017,"   deposit  pricemon       building          road           dong
0   1000.0        65  한백아트(1046-22)     독산로49길 26  서울특별시 금천구 독산동
1   1000.0        60      중앙하이빌1동2동  범안로12길 29-25  서울특별시 금천구 독산동
2    500.0        89          호성빌리지    범안로12가길 11  서울특별시 금천구 독산동
3   2000.0        80          롯데블르빌    시흥대로98길 30  서울특별시 금천구 독산동
4   2000.0        80          롯데블르빌    시흥대로98길 30  서울특별시 금천구 독산동"
1154510300,13,43.23,2,2004,"   deposit  pricemon  building          road           dong
0   3000.0        35      소망빌라     독산로44길 14  서울특별시 금천구 시흥동
1   5000.0        35   백운 아이닉스     독산로22길 90  서울특별시 금천구 시흥동
2   1000.0        30     훼미리빌라    독산로50길 177  서울특별시 금천구 시흥동
3   3000.0        50  쉼터빌리지 나동     시흥대로2나길 3  서울특별시 금천구 시흥동
4   3000.0        50   다솔빌리지B동  독산로50길 163-4  서울특별시 금천구 시흥동"
1154510200,7,24.63,4,2016,"   deposit  pricemon        building          road           dong
0   1000.0        60        빌인사이드파크Ⅱ    범안로12가길 28  서울특별시 금천구 독산동
1   1000.0        65            베아뚜스     범안로14길 18  서울특별시 금천구 독산동
2    500.0        75  더 로터스(1006-54)  범안로12가길 31-5  서울특별시 금천구 독산동
3   3000.0        60           자이칸타빌    독산로109길 27  서울특별시 금천구 독산동
4   3000.0        75        빌인사이드파크Ⅱ    범안로12가길 28  서울특별시 금천구 독산동"
1154510300,9,29.77,4,2019,"   deposit  pricemon  building          road           dong
0   1190.0        16  (989-20)    시흥대로45길 10  서울특별시 금천구 시흥동
1   1000.0        85      웰트리움  금하로23라길 17-1  서울특별시 금천구 시흥동
2    500.0        30       늘해랑  금하로24나길 27-4  서울특별시 금천구 시흥동
3    500.0        70   인경스마트빌딩     독산로44길 29  서울특별시 금천구 시흥동
4    500.0        70   인경스마트빌딩     독산로44길 29  서울특별시 금천구 시흥동"
1154510300,13,41.48,4,2018,"   deposit  pricemon building          road           dong
0   1574.0        21    시흥파크빌      독산로2길 11  서울특별시 금천구 시흥동
1   1000.0        85     웰트리움  금하로23라길 17-1  서울특별시 금천구 시흥동
2   1467.0        19      아이빌      탑골로3길 18  서울특별시 금천구 시흥동
3    414.0        35  엘림하우스-3     독산로11길 25  서울특별시 금천구 시흥동
4    414.0        35  엘림하우스-3     독산로11길 25  서울특별시 금천구 시흥동"
1154510200,14,47.75,4,2014,"   deposit  pricemon      building          road           dong
0   1000.0       110        리치힐홈타운      독산로92길 9  서울특별시 금천구 독산동
1   3000.0        78         대광모던빌  남부순환로128길 44  서울특별시 금천구 독산동
2    476.0        31  아이빌(378-196)    독산로58라길 10  서울특별시 금천구 독산동
3   6000.0        60          삼성빌Ⅱ     독산로62길 18  서울특별시 금천구 독산동
4    100.0        14         오성드림빌    독산로64다길 14  서울특별시 금천구 독산동"
1154510300,10,34.25,4,2009,"   deposit  pricemon building        road           dong
0   1000.0        65   프라임하우스   독산로21길 25  서울특별시 금천구 시흥동
1   1000.0        65   프라임하우스   독산로21길 25  서울특별시 금천구 시흥동
2   1000.0        55      유진빌    독산로14길 7  서울특별시 금천구 시흥동
3   2000.0        65      뜰안채   독산로40길 81  서울특별시 금천구 시흥동
4   3000.0        40    현대하우징  시흥대로26길 55  서울특별시 금천구 시흥동"
1154510200,8,28.02,4,2014,"   deposit  pricemon        building          road           dong
0    500.0        75  더 로터스(1006-54)  범안로12가길 31-5  서울특별시 금천구 독산동
1   1000.0        82           초원골든빌    독산로58나길 69  서울특별시 금천구 독산동
2   1000.0        65            베아뚜스     범안로14길 18  서울특별시 금천구 독산동
3   3000.0        60           자이칸타빌    독산로109길 27  서울특별시 금천구 독산동
4   3000.0        70   덕산파크빌(331-70)   범안로17길 29-6  서울특별시 금천구 독산동"
1154510100,5,16.95,13,2017,"   deposit  pricemon       building         road           dong
0   1000.0        60  한국후지필름 복합주거시설  가산디지털1로 222  서울특별시 금천구 가산동
1   1000.0        60  한국후지필름 복합주거시설  가산디지털1로 222  서울특별시 금천구 가산동
2  10000.0        20  쏠시티가산(143-49)    가산로 145-1  서울특별시 금천구 가산동
3  10000.0        20  쏠시티가산(143-49)    가산로 145-1  서울특별시 금천구 가산동
4  10000.0        20  쏠시티가산(143-49)    가산로 145-1  서울특별시 금천구 가산동"
