코드,평,전용면적(㎡),층,건축년도,predicted
1121510300,11,35.67,1,1996,"   deposit  pricemon  building          road           dong
0   8000.0        30  (209-25)    구의로4길 27-8  서울특별시 광진구 구의동
1   4000.0        37    욱현빌라7차  자양로38길 47-10  서울특별시 광진구 구의동
2   7000.0        32  (248-18)    아차산로51길 68  서울특별시 광진구 구의동
3    500.0        50    대성아트빌라  아차산로62길 14-8  서울특별시 광진구 구의동
4   4000.0        40    (49-5)     자양로47길 14  서울특별시 광진구 구의동"
1121510700,4,12.15,3,2013,"   deposit  pricemon  building        road           dong
0    500.0        55  The acro    군자로6길 50  서울특별시 광진구 화양동
1   3000.0        40  The acro    군자로6길 50  서울특별시 광진구 화양동
2    500.0        55     선인팰리스  군자로6길 50-2  서울특별시 광진구 화양동
3   1000.0        55    (94-6)  능동로17길 7-3  서울특별시 광진구 화양동
4   9000.0        13   (46-45)  아차산로25길 44  서울특별시 광진구 화양동"
1121510500,7,23.8,4,1989,"   deposit  pricemon      building           road           dong
0   6000.0        25  우성빌라(649-14)   뚝섬로52나길 34-3  서울특별시 광진구 자양동
1  15000.0        10      (222-13)      아차산로42길 1  서울특별시 광진구 자양동
2   7000.0        22       (84-10)      능동로3다길 25  서울특별시 광진구 자양동
3   1000.0        45       (221-6)     아차산로44길 11  서울특별시 광진구 자양동
4   8000.0        15          행복빌라  아차산로44가길 28-9  서울특별시 광진구 자양동"
1121510100,10,31.62,4,2003,"   deposit  pricemon building            road           dong
0  10000.0        30  정수아트빌B동  천호대로127길 41-14  서울특별시 광진구 중곡동
1   3000.0        48     상아빌라      긴고랑로19길 15  서울특별시 광진구 중곡동
2   6000.0        32      아트빌      긴고랑로14길 35  서울특별시 광진구 중곡동
3  10000.0        10    동민하이츠     천호대로109길 85  서울특별시 광진구 중곡동
4   2000.0        55       삼경       능동로39길 10  서울특별시 광진구 중곡동"
1121510300,11,36.78,1,2016,"   deposit  pricemon       building          road           dong
0   4000.0        80          화인하우스   천호대로130길 30  서울특별시 광진구 구의동
1  10000.0        45       (222-10)  자양로26길 97-24  서울특별시 광진구 구의동
2  16000.0        20        (210-8)    광나루로52길 62  서울특별시 광진구 구의동
3   2000.0        90  XO residences    자양로37가길 18  서울특별시 광진구 구의동
4    100.0        23        구의에스하임1   광나루로30나길 15  서울특별시 광진구 구의동"
1121510100,8,27.77,2,2019,"   deposit  pricemon     building       road           dong
0  13000.0        34  대성예가(91-55)  용마산로2길 19  서울특별시 광진구 중곡동
1  23000.0        15      (94-18)  자양로45길 79  서울특별시 광진구 중곡동
2  12000.0        40      (94-18)  자양로45길 79  서울특별시 광진구 중곡동
3   1251.0        16      휴먼에코빌3차  긴고랑로4길 21  서울특별시 광진구 중곡동
4   1000.0        55      (618-4)   면목로9길 22  서울특별시 광진구 중곡동"
1121510700,4,13.8,7,2012,"   deposit  pricemon  building       road           dong
0   2000.0        50     하우스나인  능동로17길 16  서울특별시 광진구 화양동
1    500.0        50       칸타빌   군자로 41-3  서울특별시 광진구 화양동
2   1000.0        50       칸타빌   군자로 41-3  서울특별시 광진구 화양동
3   1000.0        50   (103-0)  능동로17길 17  서울특별시 광진구 화양동
4   2000.0        35  s.m.hill   능동로15길 9  서울특별시 광진구 화양동"
1121510100,28,91,2,1985,"   deposit  pricemon   building        road           dong
0  12000.0        20     대원빌라나동  용마산로28길 26  서울특별시 광진구 중곡동
1  15000.0        50  현대하이츠빌라비동   영화사로9길 28  서울특별시 광진구 중곡동
2    300.0        20     선진골든빌라   긴고랑로1길 31  서울특별시 광진구 중곡동
3    500.0        30       신일맨숀   자양로44길 97  서울특별시 광진구 구의동
4   4500.0        50       신일맨숀   자양로44길 97  서울특별시 광진구 구의동"
1121510300,8,26.64,4,2017,"   deposit  pricemon  building           road           dong
0   4000.0        70     베아누 빌    자양로34길 17-3  서울특별시 광진구 구의동
1   2000.0        90       샤인빌     자양로 178-14  서울특별시 광진구 구의동
2   3000.0        60  (257-28)  아차산로53길 38-14  서울특별시 광진구 구의동
3   2000.0        60  (257-28)  아차산로53길 38-14  서울특별시 광진구 구의동
4  12000.0        40    아리아하우스      자양로32길 61  서울특별시 광진구 구의동"
1121510900,5,16.01,4,2017,"   deposit  pricemon   building          road           dong
0   2000.0        50    (469-7)   천호대로104길 37  서울특별시 광진구 군자동
1   1500.0        95        지오빌       면목로1길 8  서울특별시 광진구 군자동
2  13000.0        45      수한리치빌  광나루로13길 15-6  서울특별시 광진구 군자동
3   9900.0        15      미래하우스    능동로27나길 17  서울특별시 광진구 군자동
4   2800.0        40  영우(476-4)       군자로 178  서울특별시 광진구 군자동"
1121510200,9,29.82,3,2018,"   deposit  pricemon  building          road          dong
0   3000.0        78       세리빌      능동로34길 7  서울특별시 광진구 능동
1   2000.0        50     스톤빌리지   천호대로120길 15  서울특별시 광진구 능동
2   2000.0        70  (320-78)  능동로32길 28-12  서울특별시 광진구 능동
3   1000.0        55  (320-65)   능동로32길 16-3  서울특별시 광진구 능동
4   2000.0        65   (389-3)     능동로24길 55  서울특별시 광진구 능동"
1121510200,16,53.12,3,2000,"   deposit  pricemon building          road           dong
0   8000.0        60      아키빌  아차산로63길 18-1  서울특별시 광진구 구의동
1  18000.0        20      프레빌       자양로 314  서울특별시 광진구 구의동
2  22000.0         5      프레빌       자양로 314  서울특별시 광진구 구의동
3   5000.0        65     미광주택     자양로26길 33  서울특별시 광진구 구의동
4   4000.0        55     대세빌라      용마산로 138  서울특별시 광진구 중곡동"
