코드,평수,전용면적(㎡),층,건축년도,predicted,predicted price
1159010700,16,52.12,3,2003,"   deposit building          road           dong
0   2100.0    삼성로즈빌    사당로16아길 13  서울특별시 동작구 사당동
1  18000.0   한성타운B동    사당로16라길 69  서울특별시 동작구 사당동
2  27000.0    청운빌라B  사당로20다길 11-1  서울특별시 동작구 사당동
3  20000.0    벧엘아트빌  사당로16자길 15-3  서울특별시 동작구 사당동
4  19500.0    진영아트빌     사당로20다길 5  서울특별시 동작구 사당동",9013
1159010200,9,29.72,4,2016,"   deposit    building         road           dong
0  16000.0       태경빌4차  국사봉10길 62-4  서울특별시 동작구 상도동
1  23000.0       로얄팰리스  성대로6마길 8-11  서울특별시 동작구 상도동
2  25000.0  드림캐슬(33-6)    상도로 258-5  서울특별시 동작구 상도동
3  24000.0         서연빌    상도로38길 71  서울특별시 동작구 상도동
4  25200.0       명성하우스    국사봉6길 4-6  서울특별시 동작구 상도동",19552.95833
1159010200,18,58.17,3,2015,"   deposit         building        road           dong
0  29000.0    아네스트(256-289)    성대로6다길 6  서울특별시 동작구 상도동
1  18000.0     에그리나(256-31)   성대로6다길 10  서울특별시 동작구 상도동
2  29000.0             효성주택  장승배기로3길 18  서울특별시 동작구 상도동
3  25000.0             아네트빌    성대로10길 5  서울특별시 동작구 상도동
4  15000.0  라이프하우스(279-402)   성대로14길 65  서울특별시 동작구 상도동",21142
1159010200,15,51.17,3,2019,"   deposit   building         road           dong
0  30000.0  (256-180)    성대로6가길 31  서울특별시 동작구 상도동
1  29000.0  (256-180)    성대로6가길 31  서울특별시 동작구 상도동
2  28500.0   동산휴 그린타운    국사봉10길 93  서울특별시 동작구 상도동
3  32000.0       승원주택  국사봉10길 45-4  서울특별시 동작구 상도동
4  36500.0    상도젠트리하임    양녕로25길 30  서울특별시 동작구 상도동",32017
1159010900,4,14.26,3,2012,"   deposit  building         road            dong
0   5000.0       렉스빌    신대방14길 24  서울특별시 동작구 신대방동
1   6500.0       렉스빌    신대방14길 24  서울특별시 동작구 신대방동
2   8000.0  사랑가득햇살담뿍   신대방14가길 34  서울특별시 동작구 신대방동
3  12000.0     제이에스빌     신대방2길 64  서울특별시 동작구 신대방동
4   9000.0   보라매웨스트빌  여의대방로24다길 4   서울특별시 동작구 대방동",7393
1159010200,13,44.29,2,2013,"   deposit  building         road           dong
0  22000.0      휴먼빌레   양녕로25나길 13  서울특별시 동작구 상도동
1  22000.0      휴먼빌레   양녕로25나길 13  서울특별시 동작구 상도동
2  20000.0  킹스타운(비동)  국사봉10길 72-3  서울특별시 동작구 상도동
3  19000.0     해든하우스   양녕로25바길 30  서울특별시 동작구 상도동
4  22500.0     이레아트빌  상도로17길 14-3  서울특별시 동작구 상도동",22020
1159010700,9,29.02,5,2018,"   deposit building          road           dong
0  29000.0     자가자찬    사당로 172-11  서울특별시 동작구 사당동
1  25000.0    가온아이빌   남부순환로257길 3  서울특별시 동작구 사당동
2  27000.0      기쁨채  남부순환로265길 13  서울특별시 동작구 사당동
3  27300.0      기쁨채  남부순환로265길 13  서울특별시 동작구 사당동
4  24500.0  엘파라시오5차     사당로16사길 7  서울특별시 동작구 사당동",25206
1159010700,17,57.43,6,2017,"   deposit building          road           dong
0  12000.0      기쁨채  남부순환로265길 13  서울특별시 동작구 사당동
1  12000.0      기쁨채  남부순환로265길 13  서울특별시 동작구 사당동
2  18000.0  엘파라시오8차     사당로14길 67  서울특별시 동작구 사당동
3  40000.0    구광해뜰안      사당로27길 8  서울특별시 동작구 사당동
4  38000.0     미도닷컴    동작대로9가길 37  서울특별시 동작구 사당동",14245
1159010200,15,48.34,3,2016,"   deposit  building        road           dong
0  25000.0  에브라임Vill  양녕로25마길 41  서울특별시 동작구 상도동
1   9000.0     한나래9차    성대로37길 4  서울특별시 동작구 상도동
2  32500.0     청운하우스   국사봉길 21-5  서울특별시 동작구 상도동
3  32500.0     청운하우스   국사봉길 21-5  서울특별시 동작구 상도동
4  25500.0      대왕주택  양녕로22나길 53  서울특별시 동작구 상도동",22787
1159010900,5,18.15,3,2019,"   deposit      building         road            dong
0  14000.0           부귀가     국사봉2길 52  서울특별시 동작구 신대방동
1  19950.0  팰리스타운(411-4)  여의대방로26길 56   서울특별시 동작구 대방동
2  15000.0         리겔하우스     국사봉2길 54  서울특별시 동작구 신대방동
3  19950.0        411-29  여의대방로26길 54   서울특별시 동작구 대방동
4  21000.0        뉴스토리라움   보라매로9다길 21  서울특별시 동작구 신대방동",14749
1159010900,5,17.12,2,2012,"   deposit  building        road            dong
0   6500.0  사랑가득햇살담뿍  신대방14가길 34  서울특별시 동작구 신대방동
1   5500.0       렉스빌   신대방14길 24  서울특별시 동작구 신대방동
2   8000.0     멘토하우스     신대방길 46  서울특별시 동작구 신대방동
3   8000.0     제이에스빌    신대방2길 64  서울특별시 동작구 신대방동
4  14500.0   뉴스토리하우스   보라매로11길 3  서울특별시 동작구 신대방동",8148.5
1159010200,15,48.91,3,2017,"   deposit  building         road           dong
0  18700.0     태경빌5차     국사봉8길 81  서울특별시 동작구 상도동
1  32000.0      승원주택  국사봉10길 45-4  서울특별시 동작구 상도동
2  25000.0  에브라임Vill   양녕로25마길 41  서울특별시 동작구 상도동
3  32500.0     청운하우스    국사봉길 21-5  서울특별시 동작구 상도동
4  32500.0     청운하우스    국사봉길 21-5  서울특별시 동작구 상도동",25469
1159010200,13,41.38,3,2013,"   deposit           building          road           dong
0  20000.0     휴먼넥스빌(299-176)      국사봉6길 52  서울특별시 동작구 상도동
1  14500.0                담비빌  국사봉10길 81-14  서울특별시 동작구 상도동
2  19000.0  라이온골드빌3차(299-224)       국사봉8길 6  서울특별시 동작구 상도동
3  25500.0      보성팰리스(56-128)  상도로47나길 49-1  서울특별시 동작구 상도동
4  18000.0                그린홈     국사봉1가길 16  서울특별시 동작구 상도동",21970
1159010800,31,103.77,3,2002,"   deposit building           road            dong
0  24000.0    한송이빌라     사당로23사길 28   서울특별시 동작구 사당동
1  35000.0   청구맨션빌라    남부순환로255길 9   서울특별시 동작구 사당동
2  30000.0  (360-2)    여의대방로22자길 9  서울특별시 동작구 신대방동
3  34000.0    힐탑빌리지  남부순환로257가길 29   서울특별시 동작구 사당동
4  30000.0  진영파크빌나동      사당로14길 64   서울특별시 동작구 사당동",29269
1159010900,4,14.26,3,2012,"   deposit  building         road            dong
0   5000.0       렉스빌    신대방14길 24  서울특별시 동작구 신대방동
1   6500.0       렉스빌    신대방14길 24  서울특별시 동작구 신대방동
2   8000.0  사랑가득햇살담뿍   신대방14가길 34  서울특별시 동작구 신대방동
3  12000.0     제이에스빌     신대방2길 64  서울특별시 동작구 신대방동
4   9000.0   보라매웨스트빌  여의대방로24다길 4   서울특별시 동작구 대방동",7393
1159010700,12,38.02,1,2002,"   deposit   building          road           dong
0  18000.0  (1017-22)  동작대로13길 23-2  서울특별시 동작구 사당동
1  20000.0       오렌지빌  동작대로13길 38-1  서울특별시 동작구 사당동
2  11000.0      신양지파크     사당로9가길 14  서울특별시 동작구 사당동
3  24000.0      양지리치빌     사당로9다길 20  서울특별시 동작구 사당동
4  11000.0      삼성아르빌     대방동27길 79  서울특별시 동작구 대방동",16156
1159010800,5,15.97,2,2011,"   deposit building          road           dong
0   7000.0  (376-9)      대방동27길 7  서울특별시 동작구 대방동
1   9000.0     그린빌딩      등용로 40-2  서울특별시 동작구 대방동
2   7500.0  보라매이스트빌   여의대방로24다길 6  서울특별시 동작구 대방동
3   9970.0   아이린하우스  여의대방로24라길 25  서울특별시 동작구 대방동
4  11500.0   아이린하우스  여의대방로24라길 25  서울특별시 동작구 대방동",8119.1
1159010900,12,38.56,5,2016,"   deposit building          road            dong
0  29000.0    한백리츠빌  여의대방로22카길 29  서울특별시 동작구 신대방동
1  29000.0    한백리츠빌  여의대방로22카길 29  서울특별시 동작구 신대방동
2  30000.0   한백리츠빌2  여의대방로22카길 28  서울특별시 동작구 신대방동
3  30000.0   한백리츠빌2  여의대방로22카길 28  서울특별시 동작구 신대방동
4  37100.0     트라움빌        등용로 75   서울특별시 동작구 대방동",24019
1159010200,12,39.56,2,2017,"   deposit   building          road           dong
0  21000.0        예그린    양녕로22바길 45  서울특별시 동작구 상도동
1  27500.0     미소가 B동      성대로17길 9  서울특별시 동작구 상도동
2  25000.0   다원C&I A동   양녕로30길 27-3  서울특별시 동작구 상도동
3  21000.0        로젠빌   국사봉길 119-14  서울특별시 동작구 상도동
4  27000.0  효성주택(201)  장승배기로3길 26-1  서울특별시 동작구 상도동",22893.66667
1159010200,13,43.57,1,2003,"   deposit building        road           dong
0  16500.0    부성래미안  양녕로22다길 32  서울특별시 동작구 상도동
1  15000.0    그랜드타운  성대로12가길 42  서울특별시 동작구 상도동
2  18000.0    우석파크빌  상도로15차길 22  서울특별시 동작구 상도동
3  15000.0    레드하우스   양녕로27길 13  서울특별시 동작구 상도동
4  14000.0    래미안빌라   상도로53길 31  서울특별시 동작구 상도동",17171.7
1159010100,19,63.26,3,1983,"   deposit       building         road            dong
0  25000.0           동작빌라  장승배기로19길 47  서울특별시 동작구 노량진동
1  12000.0  신우맨숀(294-358)     등용로4길 38  서울특별시 동작구 노량진동
2   8000.0           대광빌라      양녕로 216   서울특별시 동작구 상도동
3  23000.0           성대맨숀       성대로 31   서울특별시 동작구 상도동
4  23000.0           성대맨숀       성대로 31   서울특별시 동작구 상도동",18473
1159010100,20,64.76,2,1996,"   deposit        building        road           dong
0  19000.0          성호맨션2차   양녕로23길 89  서울특별시 동작구 상도동
1  21000.0          리치빌라3차   상도로68길 18  서울특별시 동작구 상도동
2  24500.0  효성하이츠빌라(231-9)  양녕로25사길 38  서울특별시 동작구 상도동
3  12500.0            석산빌라   성대로12길 72  서울특별시 동작구 상도동
4  19500.0   한솔빌라(279-232)  성대로12가길 28  서울특별시 동작구 상도동",19205
1159010700,14,47.39,4,2017,"   deposit      building          road           dong
0  32000.0  LS 펠리체 2차 A동    사당로20다길 28  서울특별시 동작구 사당동
1  30000.0       대동리버파크빌  사당로16라길 54-2  서울특별시 동작구 사당동
2  35000.0    늘푸른숲(가,나동)  남부순환로257가길 7  서울특별시 동작구 사당동
3  30000.0           미래가  남부순환로269길 87  서울특별시 동작구 사당동
4  25000.0        64-140    동작대로33길 56  서울특별시 동작구 사당동",30368
1159010200,8,27.6,3,2017,"   deposit  building        road           dong
0  22200.0   이에스하임6차    성대로31길 7  서울특별시 동작구 상도동
1  15000.0       상도힐   양녕로36길 22  서울특별시 동작구 상도동
2  21500.0  대흥미소가24차   양녕로25길 23  서울특별시 동작구 상도동
3  18000.0       예그린  양녕로22바길 45  서울특별시 동작구 상도동
4  22700.0   이에스하임6차    성대로31길 7  서울특별시 동작구 상도동",21235
1159010200,14,47.63,4,2017,"   deposit building         road           dong
0  30000.0  이에스하임4차   양녕로25라길 19  서울특별시 동작구 상도동
1  19800.0    태경빌4차  국사봉10길 62-4  서울특별시 동작구 상도동
2  29000.0     승원주택  국사봉10길 45-4  서울특별시 동작구 상도동
3  29000.0     승원주택  국사봉10길 45-4  서울특별시 동작구 상도동
4  30000.0     승원주택  국사봉10길 45-4  서울특별시 동작구 상도동",23551.7
1159010500,13,43.47,-1,1987,"   deposit building           road           dong
0  10000.0     신흥빌라   남부순환로255라길 2  서울특별시 동작구 사당동
1   9000.0     원앙빌라     사당로16길 125  서울특별시 동작구 사당동
2   8500.0     수정빌라  남부순환로255마길 25  서울특별시 동작구 사당동
3  11000.0       반석       사당로8길 31  서울특별시 동작구 사당동
4  20000.0  (278-1)      현충로20길 21  서울특별시 동작구 흑석동",8808
1159010800,4,12.85,2,2011,"   deposit       building         road           dong
0   7500.0        보라매이스트빌  여의대방로24다길 6  서울특별시 동작구 대방동
1   8000.0        보라매웨스트빌  여의대방로24다길 4  서울특별시 동작구 대방동
2   8000.0  하늘명가(391-522)    대방동27길 95  서울특별시 동작구 대방동
3   8000.0  하늘명가(391-522)    대방동27길 95  서울특별시 동작구 대방동
4   7000.0        (376-9)     대방동27길 7  서울특별시 동작구 대방동",7970
