코드,평,전용면적(㎡),층,건축년도,predicted,predicted price
1168010600,7,23.83,3,2002,"   deposit  building          road           dong
0  15000.0  (916-46)     삼성로67길 30  서울특별시 강남구 대치동
1  15000.0   (929-7)  삼성로63길 16-15  서울특별시 강남구 대치동
2  18000.0   유앤미스페이스   선릉로82길 40-6  서울특별시 강남구 대치동
3   8500.0       명준빌     삼성로61길 46  서울특별시 강남구 대치동
4  15000.0   (927-1)     삼성로67길 37  서울특별시 강남구 대치동",14950
1168010600,9,31.18,3,2003,"   deposit  building       road           dong
0  11500.0  (896-15)  역삼로67길 33  서울특별시 강남구 대치동
1  18000.0       리치빌  선릉로62길 39  서울특별시 강남구 대치동
2  23000.0       리츠빌  삼성로69길 33  서울특별시 강남구 대치동
3  24000.0       리츠빌  삼성로69길 33  서울특별시 강남구 대치동
4  15000.0  (957-17)   삼성로84길 8  서울특별시 강남구 대치동",15019.5
1168010800,17,56.13,1,2008,"   deposit  building           road           dong
0  30000.0    HiVill    학동로42길 67-7  서울특별시 강남구 논현동
1  29000.0  (113-13)    학동로47길 13-9  서울특별시 강남구 논현동
2  25000.0      이레빌라  언주로136길 15-13  서울특별시 강남구 논현동
3  12000.0     논현리치빌     언주로122길 12  서울특별시 강남구 논현동
4  38000.0  (272-15)  언주로114길 29-10  서울특별시 강남구 논현동",32901.33333
1168010100,12,39.85,2,2009,"   deposit  building         road           dong
0  16000.0  (794-16)    논현로65길 36  서울특별시 강남구 역삼동
1  28000.0  (697-42)   테헤란로51길 24  서울특별시 강남구 역삼동
2  28000.0  (697-42)   테헤란로51길 24  서울특별시 강남구 역삼동
3  20000.0   (752-4)  역삼로11길 3-11  서울특별시 강남구 역삼동
4  29000.0     더블유 힐  언주로69길 17-4  서울특별시 강남구 역삼동",22646.5
1168010800,8,25.2,5,2019,"   deposit     building         road           dong
0  37000.0  논현동 187-7,8  강남대로118길 66  서울특별시 강남구 논현동
1  23000.0         모두가S  학동로18길 32-8  서울특별시 강남구 논현동
2  23000.0         모두가S  학동로18길 32-8  서울특별시 강남구 논현동
3  17000.0        메종스프링  강남대로120길 56  서울특별시 강남구 논현동
4  34000.0  논현동 187-7,8  강남대로118길 66  서울특별시 강남구 논현동",31732
1168010100,9,29.74,5,2015,"   deposit  building          road           dong
0  27300.0    힐스테이트1    테헤란로51길 40  서울특별시 강남구 역삼동
1  21000.0   J&Jvill   언주로69길 23-3  서울특별시 강남구 역삼동
2  27300.0   J&Jvill   언주로69길 23-3  서울특별시 강남구 역삼동
3  29000.0     더원스타빌    테헤란로51길 47  서울특별시 강남구 역삼동
4  33600.0  (685-12)  언주로104길 29-1  서울특별시 강남구 역삼동",27585.25
1168010800,4,14.04,4,2013,"   deposit      building         road           dong
0  16000.0  더하우스(244-17)   선릉로125길 22  서울특별시 강남구 논현동
1  16700.0  더하우스(244-17)   선릉로125길 22  서울특별시 강남구 논현동
2  13000.0         리안빌리지  강남대로114길 30  서울특별시 강남구 논현동
3  15000.0     서진플로렌스154    학동로26길 41  서울특별시 강남구 논현동
4  10000.0       (16-38)  도산대로4길 18-5  서울특별시 강남구 논현동",15969.425
1168010500,8,27.22,5,2019,"   deposit  building         road           dong
0  34000.0  (112-18)  선릉로108길 7-1  서울특별시 강남구 삼성동
1  34000.0     노블323  삼성로75길 32-3  서울특별시 강남구 대치동
2  29000.0  (913-24)   삼성로67길 8-8  서울특별시 강남구 대치동
3  25000.0   포레스트 강남  개포로31길 29-5  서울특별시 강남구 개포동
4  38000.0   아택 서원빌딩  논현로20길 4-15  서울특별시 강남구 개포동",32902
1168010700,24,78.81,4,2002,"   deposit building          road           dong
0  50000.0     스위트빌  논현로159길 36-5  서울특별시 강남구 신사동
1  50000.0     연하우스     압구정로4길 17  서울특별시 강남구 신사동
2  40000.0     메트로빌      역삼로71길 7  서울특별시 강남구 대치동
3  35000.0      로이빌   선릉로72길 27-2  서울특별시 강남구 대치동
4  44000.0     맥스 빌      역삼로67길 8  서울특별시 강남구 대치동",40940
1168010800,4,14.52,3,2013,"   deposit      building         road           dong
0  11000.0    논현빌(137-1)  강남대로126길 68  서울특별시 강남구 논현동
1  13100.0       (188-6)  강남대로120길 74  서울특별시 강남구 논현동
2  15000.0  더하우스(244-17)   선릉로125길 22  서울특별시 강남구 논현동
3  14000.0          아이파크  강남대로120길 70  서울특별시 강남구 논현동
4  15000.0         리안빌리지  강남대로114길 30  서울특별시 강남구 논현동",12477.33333
1168010700,17,56.58,2,1995,"   deposit building          road           dong
0  28000.0     조원빌라   역삼로83길 16-2  서울특별시 강남구 대치동
1  26000.0   미주그린빌라  논현로124길 19-5  서울특별시 강남구 논현동
2  35500.0   삼형그린빌라     삼성로63길 33  서울특별시 강남구 대치동
3  31500.0      성영빌     역삼로67길 16  서울특별시 강남구 대치동
4  40000.0    센토빌라트     역삼로74길 27  서울특별시 강남구 대치동",32659.16667
1168010400,9,29.9,2,2012,"   deposit     building           road           dong
0  17000.0          CH빌  도산대로85길 50-22  서울특별시 강남구 청담동
1  20000.0      (40-14)      선릉로134길 5  서울특별시 강남구 청담동
2  18000.0  리베하임(17-23)     도산대로70길 22  서울특별시 강남구 청담동
3  22000.0   Boaz tower  영동대로131길 14-3  서울특별시 강남구 청담동
4  25000.0       리츠빌하우징  삼성로115길 20-14  서울특별시 강남구 삼성동",20985
1168010800,27,89.16,1,2002,"   deposit      building        road           dong
0  47000.0  까사미아(249-19)   학동로42길 38  서울특별시 강남구 논현동
1  33000.0           다두빌  선릉로125길 27  서울특별시 강남구 논현동
2  55000.0         라이프라인   삼성로57길 42  서울특별시 강남구 대치동
3  35000.0          삼성빌라   학동로46길 43  서울특별시 강남구 논현동
4  35000.0          삼성빌라   학동로46길 43  서울특별시 강남구 논현동",45015
1168010100,10,33.8,3,2002,"   deposit  building        road           dong
0  11000.0      구정빌딩   선릉로99길 18  서울특별시 강남구 역삼동
1  18000.0   아카데미하우스   언주로63길 23  서울특별시 강남구 역삼동
2  17000.0  (793-14)   도곡로13길 24  서울특별시 강남구 역삼동
3  21000.0     행복한빌라  논현로106길 47  서울특별시 강남구 역삼동
4  20000.0       모두빌    언주로79길 7  서울특별시 강남구 역삼동",17877.45238
1168010800,7,22.29,3,2018,"   deposit          building           road           dong
0  21500.0     케아하우스(188-12)  강남대로120길 70-2  서울특별시 강남구 논현동
1  30000.0       논현동 187-7,8    강남대로118길 66  서울특별시 강남구 논현동
2  24500.0  논현동 173-16 다세대주택     봉은사로11길 62  서울특별시 강남구 논현동
3  15000.0               이레재     봉은사로11길 61  서울특별시 강남구 논현동
4  34000.0          (244-15)     선릉로125길 26  서울특별시 강남구 논현동",22425
1168010800,8,26.8,2,2019,"   deposit          building           road           dong
0  29000.0              모두가S    학동로18길 32-8  서울특별시 강남구 논현동
1  23000.0     케아하우스(188-12)  강남대로120길 70-2  서울특별시 강남구 논현동
2  23000.0  논현동 173-16 다세대주택     봉은사로11길 62  서울특별시 강남구 논현동
3  21000.0     케아하우스(188-12)  강남대로120길 70-2  서울특별시 강남구 논현동
4  28000.0       논현동 187-7,8    강남대로118길 66  서울특별시 강남구 논현동",25965
1168010700,22,74.15,3,1991,"   deposit building          road           dong
0   6000.0     부광빌라  도산대로11길 31-9  서울특별시 강남구 신사동
1  30000.0     평천빌라   언주로168길 6-5  서울특별시 강남구 신사동
2  20000.0     청천빌라     역삼로81길 13  서울특별시 강남구 대치동
3  35000.0     경남타운    영동대로71길 18  서울특별시 강남구 대치동
4  35000.0     경남타운    영동대로71길 18  서울특별시 강남구 대치동",30452.33333
1168010300,16,51.54,1,1997,"   deposit       building       road           dong
0  29500.0            프리죤  개포로20길 58  서울특별시 강남구 개포동
1  29000.0          새롬그린빌  개포로20길 37  서울특별시 강남구 개포동
2  20000.0             삼성   논현로2길 21  서울특별시 강남구 개포동
3  30000.0           양지빌라   논현로14길 5  서울특별시 강남구 개포동
4  18000.0  파크힐빌리지(160-4)   선릉로8길 28  서울특별시 강남구 개포동",26980
1168010100,26,84.6,4,2002,"   deposit  building          road           dong
0  39000.0     호아빌라트  테헤란로19길 21-5  서울특별시 강남구 역삼동
1  42000.0      로뎀빌A    언주로104길 30  서울특별시 강남구 역삼동
2   2500.0     효성상아빌    언주로106길 30  서울특별시 강남구 역삼동
3  15000.0       스마트    역삼로11길 3-5  서울특별시 강남구 역삼동
4  47000.0  (725-58)    테헤란로28길 39  서울특별시 강남구 역삼동",35685
1168010300,11,37.75,3,1996,"   deposit  building        road           dong
0  27000.0      몬테빌라   논현로10길 24  서울특별시 강남구 개포동
1  15000.0  녹경빌리지 B동     논현로2길 9  서울특별시 강남구 개포동
2  20000.0     성보하이츠   개포로24길 26  서울특별시 강남구 개포동
3  20000.0     청구빌리지    논현로4길 13  서울특별시 강남구 개포동
4  18000.0      리더스빌  도산대로78길 34  서울특별시 강남구 청담동",20265
1168010600,7,24.05,4,2002,"   deposit  building       road           dong
0  15000.0  (916-46)  삼성로67길 30  서울특별시 강남구 대치동
1  15000.0  (916-46)  삼성로67길 30  서울특별시 강남구 대치동
2  13000.0  (957-17)   삼성로84길 8  서울특별시 강남구 대치동
3  14000.0   (954-1)  삼성로82길 30  서울특별시 강남구 대치동
4  16000.0   (954-1)  삼성로82길 30  서울특별시 강남구 대치동",14920
1168010100,7,24.07,5,2002,"   deposit  building          road           dong
0  15000.0    씨엔씨하우징   논현로85길 5-13  서울특별시 강남구 역삼동
1  16000.0  (639-10)  논현로97길 19-10  서울특별시 강남구 역삼동
2  14000.0     엘앤제이빌     논현로72길 25  서울특별시 강남구 역삼동
3  17000.0     한스빌라텔     역삼로33길 12  서울특별시 강남구 역삼동
4  17000.0     개나리빌라     도곡로25길 23  서울특별시 강남구 역삼동",15748
1168010100,18,60.25,2,2005,"   deposit     building          road           dong
0  16000.0          파인빌   논현로64길 31-4  서울특별시 강남구 역삼동
1  21000.0       갤러리빌A동    논현로106길 50  서울특별시 강남구 역삼동
2  45000.0       갤러리빌B동  논현로106길 48-1  서울특별시 강남구 역삼동
3  25000.0  Grace Ville   논현로97길 19-6  서울특별시 강남구 역삼동
4  26000.0     (782-15)   논현로66길 26-4  서울특별시 강남구 역삼동",25183
1168010700,5,15.52,2,2012,"   deposit        building          road           dong
0  15000.0        (554-29)  논현로157길 52-1  서울특별시 강남구 신사동
1  15000.0        (554-29)  논현로157길 52-1  서울특별시 강남구 신사동
2  15000.0  THECORNERSTONE  논현로123길 31-1  서울특별시 강남구 논현동
3  13000.0         대치동공동주택     삼성로69길 27  서울특별시 강남구 대치동
4  15000.0   라인빌리지(149-18)  논현로123길 52-5  서울특별시 강남구 논현동",12790
1168010600,20,65.07,2,1993,"   deposit building         road           dong
0  46000.0    남서울빌라    역삼로90길 30  서울특별시 강남구 대치동
1  28000.0     조원빌라  역삼로83길 16-2  서울특별시 강남구 대치동
2  39000.0    현대빌라트   논현로157길 17  서울특별시 강남구 신사동
3  35500.0   삼형그린빌라    삼성로63길 33  서울특별시 강남구 대치동
4  40000.0    센토빌라트    역삼로74길 27  서울특별시 강남구 대치동",31466.32143
